time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change
01-01-2020 22:00:00,Jan-01,38372,15940,27040,41.5,58.948,-109.2,-0.681
01-01-2020 23:00:00,Jan-01,36460,15526,27040,42.6,57.42,-413.2,-2.593
01-02-2020 00:00:00,Jan-02,34764,14626,27040,42.1,54.089,-900.6,-5.8
01-02-2020 01:00:00,Jan-02,33601,14992,27040,44.6,55.444,366.4,2.505
01-02-2020 02:00:00,Jan-02,32805,14740,27040,44.9,54.513,-252.0,-1.681
01-02-2020 03:00:00,Jan-02,32461,15414,27040,47.5,57.002,673.2,4.567
01-02-2020 04:00:00,Jan-02,32711,15237,27040,46.6,56.35,-176.2,-1.143
01-02-2020 05:00:00,Jan-02,33835,14593,27040,43.1,53.966,-644.6,-4.231
01-02-2020 06:00:00,Jan-02,35740,14047,27040,39.3,51.948,-545.7,-3.74
01-02-2020 07:00:00,Jan-02,37752,14131,27040,37.4,52.258,83.9,0.597
01-02-2020 08:00:00,Jan-02,38769,13842,27040,35.7,51.19,-288.8,-2.044
01-02-2020 09:00:00,Jan-02,39071,12683,27040,32.5,46.904,-1159.1,-8.374
01-02-2020 10:00:00,Jan-02,39536,11469,27040,29.0,42.416,-1213.5,-9.568
01-02-2020 11:00:00,Jan-02,39623,11649,27040,29.4,43.081,179.7,1.567
01-02-2020 12:00:00,Jan-02,39547,10575,27040,26.7,39.107,-1074.5,-9.224
01-02-2020 13:00:00,Jan-02,39218,8883,27040,22.7,32.852,-1691.3,-15.993
01-02-2020 14:00:00,Jan-02,38913,9522,27040,24.5,35.214,638.6,7.188
01-02-2020 15:00:00,Jan-02,38484,11111,27040,28.9,41.091,1589.0,16.688
01-02-2020 16:00:00,Jan-02,38238,10410,27040,27.2,38.498,-700.9,-6.308
01-02-2020 17:00:00,Jan-02,38590,7287,27040,18.9,26.947,-3123.5,-30.004
01-02-2020 18:00:00,Jan-02,40595,6396,27040,15.8,23.654,-890.4,-12.22
01-02-2020 19:00:00,Jan-02,40815,7504,27040,18.4,27.751,1107.7,17.317
01-02-2020 20:00:00,Jan-02,40120,8060,27040,20.1,29.805,555.6,7.405
01-02-2020 21:00:00,Jan-02,39521,8658,27040,21.9,32.018,598.3,7.423
01-02-2020 22:00:00,Jan-02,38423,9480,27040,24.7,35.058,822.0,9.495
01-02-2020 23:00:00,Jan-02,36551,9665,27040,26.4,35.742,185.1,1.952
01-03-2020 00:00:00,Jan-03,34931,9980,27040,28.6,36.908,315.1,3.26
01-03-2020 01:00:00,Jan-03,33770,9718,27040,28.8,35.938,-262.4,-2.629
01-03-2020 02:00:00,Jan-03,33251,10241,27040,30.8,37.873,523.3,5.385
01-03-2020 03:00:00,Jan-03,33141,12157,27040,36.7,44.959,1916.2,18.711
01-03-2020 04:00:00,Jan-03,33582,12718,27040,37.9,47.034,561.1,4.615
01-03-2020 05:00:00,Jan-03,34658,12785,27040,36.9,47.281,66.6,0.524
01-03-2020 06:00:00,Jan-03,36721,12172,27040,33.1,45.015,-612.5,-4.791
01-03-2020 07:00:00,Jan-03,39133,13392,27040,34.2,49.527,1220.0,10.023
01-03-2020 08:00:00,Jan-03,40027,13977,27040,34.9,51.689,584.5,4.364
01-03-2020 09:00:00,Jan-03,40376,14186,27040,35.1,52.461,209.0,1.495
01-03-2020 10:00:00,Jan-03,40036,13190,27040,32.9,48.778,-996.1,-7.022
01-03-2020 11:00:00,Jan-03,39620,14073,27040,35.5,52.044,883.1,6.695
01-03-2020 12:00:00,Jan-03,39026,13634,27040,34.9,50.423,-438.3,-3.114
01-03-2020 13:00:00,Jan-03,38271,13102,27040,34.2,48.455,-532.2,-3.903
01-03-2020 14:00:00,Jan-03,37946,12137,27040,32.0,44.883,-965.7,-7.37
01-03-2020 15:00:00,Jan-03,37473,11006,27040,29.4,40.703,-1130.3,-9.313
01-03-2020 16:00:00,Jan-03,37297,9997,27040,26.8,36.97,-1009.4,-9.171
01-03-2020 17:00:00,Jan-03,37714,9179,27040,24.3,33.947,-817.5,-8.178
01-03-2020 18:00:00,Jan-03,40097,7660,27040,19.1,28.328,-1519.4,-16.553
01-03-2020 19:00:00,Jan-03,40661,7610,27040,18.7,28.142,-50.3,-0.657
01-03-2020 20:00:00,Jan-03,40418,7577,27040,18.7,28.019,-33.1,-0.435
01-03-2020 21:00:00,Jan-03,40179,7811,27040,19.4,28.888,234.8,3.099
01-03-2020 22:00:00,Jan-03,39450,8242,27040,20.9,30.479,430.2,5.507
01-03-2020 23:00:00,Jan-03,38231,8641,27040,22.6,31.955,399.1,4.843
01-04-2020 00:00:00,Jan-04,37077,8239,27040,22.2,30.469,-401.8,-4.65
01-04-2020 01:00:00,Jan-04,36310,8581,27040,23.6,31.733,342.0,4.151
01-04-2020 02:00:00,Jan-04,36123,9509,27040,26.3,35.164,927.7,10.812
01-04-2020 03:00:00,Jan-04,36180,9864,27040,27.3,36.478,355.4,3.737
01-04-2020 04:00:00,Jan-04,36705,10135,27040,27.6,37.48,270.9,2.746
01-04-2020 05:00:00,Jan-04,37659,9836,27040,26.1,36.375,-299.0,-2.95
01-04-2020 06:00:00,Jan-04,39482,9021,27040,22.8,33.361,-814.9,-8.285
01-04-2020 07:00:00,Jan-04,41463,7745,27040,18.7,28.642,-1276.0,-14.145
01-04-2020 08:00:00,Jan-04,42602,6707,27040,15.7,24.804,-1037.7,-13.399
01-04-2020 09:00:00,Jan-04,42134,4407,27040,10.5,16.298,-2300.1,-34.293
01-04-2020 10:00:00,Jan-04,40934,1737,27040,4.2,6.425,-2669.8,-60.579
01-04-2020 11:00:00,Jan-04,39346,1143,27040,2.9,4.227,-594.2,-34.203
01-04-2020 12:00:00,Jan-04,37930,1563,27040,4.1,5.781,420.3,36.765
01-04-2020 13:00:00,Jan-04,36807,2662,27040,7.2,9.844,1098.6,70.273
01-04-2020 14:00:00,Jan-04,35828,3756,27040,10.5,13.892,1094.4,41.114
01-04-2020 15:00:00,Jan-04,35287,4624,27040,13.1,17.1,867.4,23.091
01-04-2020 16:00:00,Jan-04,35102,5428,27040,15.5,20.073,804.1,17.39
01-04-2020 17:00:00,Jan-04,35444,5415,27040,15.3,20.025,-13.1,-0.241
01-04-2020 18:00:00,Jan-04,37784,6385,27040,16.9,23.614,970.6,17.924
01-04-2020 19:00:00,Jan-04,38531,9069,27040,23.5,33.538,2683.3,42.022
01-04-2020 20:00:00,Jan-04,38957,11564,27040,29.7,42.764,2494.9,27.511
01-04-2020 21:00:00,Jan-04,38864,13981,27040,36.0,51.704,2417.5,20.906
01-04-2020 22:00:00,Jan-04,38265,16773,27040,43.8,62.03,2791.9,19.97
01-04-2020 23:00:00,Jan-04,37657,17839,27040,47.4,65.973,1066.2,6.357
01-05-2020 00:00:00,Jan-05,36552,18288,27040,50.0,67.633,448.8,2.516
01-05-2020 01:00:00,Jan-05,35771,18551,27040,51.9,68.606,263.1,1.438
01-05-2020 02:00:00,Jan-05,35398,18580,27040,52.5,68.713,29.1,0.157
01-05-2020 03:00:00,Jan-05,35302,17991,27040,51.0,66.534,-589.4,-3.172
01-05-2020 04:00:00,Jan-05,35608,17351,27040,48.7,64.168,-639.6,-3.555
01-05-2020 05:00:00,Jan-05,36217,16547,27040,45.7,61.196,-803.8,-4.632
01-05-2020 06:00:00,Jan-05,37373,15358,27040,41.1,56.796,-1189.8,-7.19
01-05-2020 07:00:00,Jan-05,38742,14346,27040,37.0,53.054,-1011.8,-6.588
01-05-2020 08:00:00,Jan-05,39338,12658,27040,32.2,46.812,-1687.9,-11.765
01-05-2020 09:00:00,Jan-05,39124,11197,27040,28.6,41.408,-1461.3,-11.544
01-05-2020 10:00:00,Jan-05,37961,10038,27040,26.4,37.123,-1158.5,-10.346
01-05-2020 11:00:00,Jan-05,36593,13281,27040,36.3,49.114,3242.3,32.299
01-05-2020 12:00:00,Jan-05,35957,13402,27040,37.3,49.562,121.1,0.912
01-05-2020 13:00:00,Jan-05,35271,9880,27040,28.0,36.538,-3521.6,-26.277
01-05-2020 14:00:00,Jan-05,34655,6992,27040,20.2,25.858,-2887.9,-29.229
01-05-2020 15:00:00,Jan-05,34450,5362,27040,15.6,19.831,-1629.7,-23.308
01-05-2020 16:00:00,Jan-05,34539,4658,27040,13.5,17.228,-704.0,-13.129
01-05-2020 17:00:00,Jan-05,34993,4515,27040,12.9,16.697,-143.5,-3.079
01-05-2020 18:00:00,Jan-05,37394,4269,27040,11.4,15.786,-246.4,-5.457
01-05-2020 19:00:00,Jan-05,38257,5315,27040,13.9,19.657,1046.7,24.521
01-05-2020 20:00:00,Jan-05,37929,6653,27040,17.5,24.602,1337.2,25.157
01-05-2020 21:00:00,Jan-05,37555,8363,27040,22.3,30.927,1710.4,25.71
01-05-2020 22:00:00,Jan-05,36496,8819,27040,24.2,32.616,456.5,5.459
01-05-2020 23:00:00,Jan-05,34837,8313,27040,23.9,30.745,-506.0,-5.737
01-06-2020 00:00:00,Jan-06,33632,8211,27040,24.4,30.367,-102.0,-1.227
01-06-2020 01:00:00,Jan-06,33127,8190,27040,24.7,30.288,-21.3,-0.26
01-06-2020 02:00:00,Jan-06,32948,8253,27040,25.0,30.52,62.6,0.764
01-06-2020 03:00:00,Jan-06,33244,8296,27040,25.0,30.68,43.3,0.525
01-06-2020 04:00:00,Jan-06,34180,7665,27040,22.4,28.346,-631.0,-7.606
01-06-2020 05:00:00,Jan-06,36213,7650,27040,21.1,28.29,-15.3,-0.2
01-06-2020 06:00:00,Jan-06,39719,6243,27040,15.7,23.087,-1406.8,-18.39
01-06-2020 07:00:00,Jan-06,43243,5622,27040,13.0,20.79,-621.1,-9.949
01-06-2020 08:00:00,Jan-06,43782,5947,27040,13.6,21.993,325.3,5.786
01-06-2020 09:00:00,Jan-06,42465,5474,27040,12.9,20.244,-473.1,-7.955
01-06-2020 10:00:00,Jan-06,41240,5185,27040,12.6,19.176,-288.7,-5.275
01-06-2020 11:00:00,Jan-06,40070,6989,27040,17.4,25.846,1803.6,34.783
01-06-2020 12:00:00,Jan-06,39081,8748,27040,22.4,32.353,1759.5,25.176
01-06-2020 13:00:00,Jan-06,38580,10883,27040,28.2,40.248,2135.0,24.404
01-06-2020 14:00:00,Jan-06,38556,12734,27040,33.0,47.092,1850.4,17.003
01-06-2020 15:00:00,Jan-06,38367,14189,27040,37.0,52.473,1455.0,11.426
01-06-2020 16:00:00,Jan-06,38190,13909,27040,36.4,51.438,-279.9,-1.973
01-06-2020 17:00:00,Jan-06,38382,13434,27040,35.0,49.682,-474.7,-3.413
01-06-2020 18:00:00,Jan-06,40342,10292,27040,25.5,38.061,-3142.3,-23.39
01-06-2020 19:00:00,Jan-06,40733,9818,27040,24.1,36.308,-474.0,-4.606
01-06-2020 20:00:00,Jan-06,40413,8421,27040,20.8,31.141,-1397.1,-14.231
01-06-2020 21:00:00,Jan-06,39642,6324,27040,16.0,23.387,-2096.6,-24.898
01-06-2020 22:00:00,Jan-06,38002,4174,27040,11.0,15.436,-2150.1,-33.999
01-06-2020 23:00:00,Jan-06,35879,3155,27040,8.8,11.666,-1019.4,-24.423
01-07-2020 00:00:00,Jan-07,34269,2678,27040,7.8,9.903,-476.7,-15.111
01-07-2020 01:00:00,Jan-07,33593,3407,27040,10.1,12.6,729.3,27.236
01-07-2020 02:00:00,Jan-07,33475,4059,27040,12.1,15.009,651.5,19.121
01-07-2020 03:00:00,Jan-07,33588,4722,27040,14.1,17.463,663.5,16.347
01-07-2020 04:00:00,Jan-07,34567,5397,27040,15.6,19.959,674.9,14.292
01-07-2020 05:00:00,Jan-07,36560,5749,27040,15.7,21.259,351.5,6.514
01-07-2020 06:00:00,Jan-07,40526,6644,27040,16.4,24.569,895.0,15.569
01-07-2020 07:00:00,Jan-07,44830,7542,27040,16.8,27.892,898.6,13.526
01-07-2020 08:00:00,Jan-07,44675,8282,27040,18.5,30.627,739.4,9.804
01-07-2020 09:00:00,Jan-07,43235,8281,27040,19.2,30.624,-0.7,-0.009
01-07-2020 10:00:00,Jan-07,41498,7352,27040,17.7,27.19,-928.5,-11.213
01-07-2020 11:00:00,Jan-07,40200,8024,27040,20.0,29.672,671.2,9.129
01-07-2020 12:00:00,Jan-07,38928,9831,27040,25.3,36.358,1807.7,22.53
01-07-2020 13:00:00,Jan-07,38306,10610,27040,27.7,39.238,778.9,7.923
01-07-2020 14:00:00,Jan-07,37736,10609,27040,28.1,39.234,-1.1,-0.011
01-07-2020 15:00:00,Jan-07,37292,10269,27040,27.5,37.978,-339.6,-3.201
01-07-2020 16:00:00,Jan-07,37264,9865,27040,26.5,36.484,-404.0,-3.934
01-07-2020 17:00:00,Jan-07,37727,8788,27040,23.3,32.5,-1077.3,-10.92
01-07-2020 18:00:00,Jan-07,40059,8633,27040,21.6,31.927,-155.0,-1.764
01-07-2020 19:00:00,Jan-07,41453,11960,27040,28.9,44.23,3327.0,38.537
01-07-2020 20:00:00,Jan-07,41751,13854,27040,33.2,51.235,1894.1,15.837
01-07-2020 21:00:00,Jan-07,41634,15939,27040,38.3,58.945,2084.8,15.048
01-07-2020 22:00:00,Jan-07,40535,16951,27040,41.8,62.688,1011.9,6.348
01-07-2020 23:00:00,Jan-07,38793,16851,27040,43.4,62.316,-100.3,-0.592
01-08-2020 00:00:00,Jan-08,37503,16522,27040,44.1,61.1,-328.8,-1.951
01-08-2020 01:00:00,Jan-08,37137,16483,27040,44.4,60.956,-39.1,-0.237
01-08-2020 02:00:00,Jan-08,37089,16850,27040,45.4,62.314,367.2,2.228
01-08-2020 03:00:00,Jan-08,37531,16497,27040,44.0,61.009,-352.9,-2.094
01-08-2020 04:00:00,Jan-08,38728,16232,27040,41.9,60.03,-264.6,-1.604
01-08-2020 05:00:00,Jan-08,40846,15495,27040,37.9,57.305,-736.9,-4.54
01-08-2020 06:00:00,Jan-08,44667,15433,27040,34.6,57.074,-62.4,-0.403
01-08-2020 07:00:00,Jan-08,49082,16654,27040,33.9,61.59,1221.2,7.913
01-08-2020 08:00:00,Jan-08,48455,17112,27040,35.3,63.283,457.6,2.748
01-08-2020 09:00:00,Jan-08,45846,16011,27040,34.9,59.213,-1100.3,-6.43
01-08-2020 10:00:00,Jan-08,43804,16194,27040,37.0,59.887,182.3,1.138
01-08-2020 11:00:00,Jan-08,42140,17899,27040,42.5,66.196,1705.7,10.533
01-08-2020 12:00:00,Jan-08,40717,17749,27040,43.6,65.64,-150.1,-0.839
01-08-2020 13:00:00,Jan-08,39476,17736,27040,44.9,65.591,-13.3,-0.075
01-08-2020 14:00:00,Jan-08,38758,17879,27040,46.1,66.119,142.8,0.805
01-08-2020 15:00:00,Jan-08,38077,18015,27040,47.3,66.623,136.2,0.762
01-08-2020 16:00:00,Jan-08,38256,18323,27040,47.9,67.761,307.6,1.708
01-08-2020 17:00:00,Jan-08,38895,18401,27040,47.3,68.052,78.7,0.429
01-08-2020 18:00:00,Jan-08,41596,18655,27040,44.8,68.988,253.3,1.376
01-08-2020 19:00:00,Jan-08,42177,19238,27040,45.6,71.147,583.6,3.129
01-08-2020 20:00:00,Jan-08,41718,19320,27040,46.3,71.448,81.5,0.424
01-08-2020 21:00:00,Jan-08,40665,19681,27040,48.4,72.784,361.2,1.87
01-08-2020 22:00:00,Jan-08,38727,19939,27040,51.5,73.738,257.8,1.31
01-08-2020 23:00:00,Jan-08,36114,19353,27040,53.6,71.571,-585.9,-2.939
01-09-2020 00:00:00,Jan-09,33973,18247,27242,53.7,66.979,-1106.3,-5.716
01-09-2020 01:00:00,Jan-09,32758,17902,27242,54.7,65.716,-344.1,-1.886
01-09-2020 02:00:00,Jan-09,31947,17452,27242,54.6,64.063,-450.1,-2.514
01-09-2020 03:00:00,Jan-09,31689,17191,27242,54.2,63.105,-261.1,-1.496
01-09-2020 04:00:00,Jan-09,31762,16833,27242,53.0,61.79,-358.2,-2.083
01-09-2020 05:00:00,Jan-09,32785,16337,27242,49.8,59.968,-496.5,-2.95
01-09-2020 06:00:00,Jan-09,35538,17888,27242,50.3,65.664,1551.6,9.498
01-09-2020 07:00:00,Jan-09,38742,16999,27242,43.9,62.398,-889.6,-4.973
01-09-2020 08:00:00,Jan-09,38637,16017,27242,41.5,58.793,-982.0,-5.777
01-09-2020 09:00:00,Jan-09,38724,14201,27242,36.7,52.129,-1815.4,-11.334
01-09-2020 10:00:00,Jan-09,39055,12424,27242,31.8,45.604,-1777.6,-12.517
01-09-2020 11:00:00,Jan-09,39194,12184,27242,31.1,44.723,-240.1,-1.932
01-09-2020 12:00:00,Jan-09,39180,11321,27242,28.9,41.558,-862.1,-7.076
01-09-2020 13:00:00,Jan-09,39170,10607,27242,27.1,38.934,-714.9,-6.314
01-09-2020 14:00:00,Jan-09,39011,9758,27242,25.0,35.819,-848.5,-8
01-09-2020 15:00:00,Jan-09,38813,9827,27242,25.3,36.074,69.5,0.712
01-09-2020 16:00:00,Jan-09,38769,9962,27242,25.7,36.57,134.9,1.373
01-09-2020 17:00:00,Jan-09,38933,9455,27242,24.3,34.709,-507.0,-5.089
01-09-2020 18:00:00,Jan-09,40564,10034,27242,24.7,36.832,578.5,6.118
01-09-2020 19:00:00,Jan-09,41056,13209,27242,32.2,48.487,3175.1,31.644
01-09-2020 20:00:00,Jan-09,40551,15926,27242,39.3,58.46,2716.7,20.567
01-09-2020 21:00:00,Jan-09,39911,17435,27242,43.7,63.999,1508.9,9.475
01-09-2020 22:00:00,Jan-09,38215,18634,27242,48.8,68.4,1199.1,6.878
01-09-2020 23:00:00,Jan-09,35731,18342,27242,51.3,67.33,-291.7,-1.565
01-10-2020 00:00:00,Jan-10,33440,17411,27242,52.1,63.91,-931.5,-5.079
01-10-2020 01:00:00,Jan-10,32032,16586,27242,51.8,60.883,-824.7,-4.737
01-10-2020 02:00:00,Jan-10,31427,15434,27242,49.1,56.654,-1152.1,-6.947
01-10-2020 03:00:00,Jan-10,31024,14367,27242,46.3,52.737,-1066.9,-6.913
01-10-2020 04:00:00,Jan-10,31139,13929,27242,44.7,51.13,-437.7,-3.047
01-10-2020 05:00:00,Jan-10,31832,12704,27242,39.9,46.632,-1225.5,-8.798
01-10-2020 06:00:00,Jan-10,34429,12154,27242,35.3,44.616,-549.1,-4.323
01-10-2020 07:00:00,Jan-10,37882,11718,27242,30.9,43.014,-436.3,-3.59
01-10-2020 08:00:00,Jan-10,37990,10828,27242,28.5,39.748,-889.9,-7.594
01-10-2020 09:00:00,Jan-10,38600,10062,27242,26.1,36.935,-766.3,-7.077
01-10-2020 10:00:00,Jan-10,39445,9444,27242,23.9,34.666,-618.1,-6.143
01-10-2020 11:00:00,Jan-10,39811,9943,27242,25.0,36.5,499.7,5.291
01-10-2020 12:00:00,Jan-10,40028,9520,27242,23.8,34.946,-423.3,-4.257
01-10-2020 13:00:00,Jan-10,40065,10418,27242,26.0,38.241,897.8,9.43
01-10-2020 14:00:00,Jan-10,39975,11109,27242,27.8,40.78,691.5,6.637
01-10-2020 15:00:00,Jan-10,39745,11914,27242,30.0,43.733,804.5,7.242
01-10-2020 16:00:00,Jan-10,39805,13885,27242,34.9,50.968,1970.9,16.543
01-10-2020 17:00:00,Jan-10,40176,15884,27242,39.5,58.308,1999.7,14.402
01-10-2020 18:00:00,Jan-10,41368,15412,27242,37.3,56.574,-472.4,-2.974
01-10-2020 19:00:00,Jan-10,41078,16086,27242,39.2,59.05,674.4,4.376
01-10-2020 20:00:00,Jan-10,39929,17394,27242,43.6,63.848,1307.2,8.126
01-10-2020 21:00:00,Jan-10,38944,18209,27242,46.8,66.841,815.3,4.687
01-10-2020 22:00:00,Jan-10,37848,18734,27242,49.5,68.77,525.4,2.886
01-10-2020 23:00:00,Jan-10,36332,18759,27242,51.6,68.862,25.1,0.134
01-11-2020 00:00:00,Jan-11,34537,18390,27242,53.2,67.507,-369.1,-1.968
01-11-2020 01:00:00,Jan-11,32968,17361,27242,52.7,63.727,-1029.6,-5.599
01-11-2020 02:00:00,Jan-11,32321,16783,27242,51.9,61.608,-577.3,-3.325
01-11-2020 03:00:00,Jan-11,32328,17021,27242,52.7,62.479,237.1,1.413
01-11-2020 04:00:00,Jan-11,32669,17002,27242,52.0,62.411,-18.3,-0.108
01-11-2020 05:00:00,Jan-11,33714,17580,27242,52.1,64.531,577.5,3.396
01-11-2020 06:00:00,Jan-11,35435,16058,27242,45.3,58.946,-1521.5,-8.655
01-11-2020 07:00:00,Jan-11,37958,15274,27242,40.2,56.068,-784.0,-4.882
01-11-2020 08:00:00,Jan-11,40584,14528,27242,35.8,53.329,-746.1,-4.885
01-11-2020 09:00:00,Jan-11,42783,13042,27242,30.5,47.874,-1486.2,-10.23
01-11-2020 10:00:00,Jan-11,44110,10726,27242,24.3,39.372,-2316.0,-17.758
01-11-2020 11:00:00,Jan-11,44452,7467,27242,16.8,27.408,-3259.4,-30.388
01-11-2020 12:00:00,Jan-11,43854,6555,27242,14.9,24.063,-911.2,-12.204
01-11-2020 13:00:00,Jan-11,42180,6600,27242,15.6,24.227,44.7,0.682
01-11-2020 14:00:00,Jan-11,40389,7610,27242,18.8,27.933,1009.5,15.296
01-11-2020 15:00:00,Jan-11,39142,8069,27242,20.6,29.62,459.8,6.042
01-11-2020 16:00:00,Jan-11,38591,7545,27242,19.6,27.695,-524.6,-6.501
01-11-2020 17:00:00,Jan-11,38992,6936,27242,17.8,25.462,-608.3,-8.062
01-11-2020 18:00:00,Jan-11,41666,7013,27242,16.8,25.742,76.4,1.102
01-11-2020 19:00:00,Jan-11,42911,9249,27242,21.6,33.952,2236.4,31.89
01-11-2020 20:00:00,Jan-11,43246,12046,27242,27.9,44.218,2796.8,30.239
01-11-2020 21:00:00,Jan-11,43469,14780,27242,34.0,54.254,2733.8,22.695
01-11-2020 22:00:00,Jan-11,43110,17380,27242,40.3,63.799,2600.3,17.593
01-11-2020 23:00:00,Jan-11,42338,18111,27242,42.8,66.48,730.4,4.203
01-12-2020 00:00:00,Jan-12,41135,17990,27242,43.7,66.038,-120.4,-0.665
01-12-2020 01:00:00,Jan-12,40573,18300,27242,45.1,67.174,309.5,1.72
01-12-2020 02:00:00,Jan-12,40148,18172,27242,45.3,66.704,-128.1,-0.7
01-12-2020 03:00:00,Jan-12,40330,17864,27242,44.3,65.577,-307.1,-1.69
01-12-2020 04:00:00,Jan-12,40652,17432,27242,42.9,63.988,-432.7,-2.422
01-12-2020 05:00:00,Jan-12,41316,16983,27242,41.1,62.342,-448.4,-2.572
01-12-2020 06:00:00,Jan-12,42689,16824,27242,39.4,61.758,-159.1,-0.937
01-12-2020 07:00:00,Jan-12,44502,16769,27242,37.7,61.555,-55.3,-0.329
01-12-2020 08:00:00,Jan-12,45749,16820,27242,36.8,61.743,51.0,0.304
01-12-2020 09:00:00,Jan-12,45653,16109,27242,35.3,59.131,-711.4,-4.229
01-12-2020 10:00:00,Jan-12,44547,14384,27242,32.3,52.8,-1724.7,-10.707
01-12-2020 11:00:00,Jan-12,42547,14317,27242,33.6,52.553,-67.4,-0.469
01-12-2020 12:00:00,Jan-12,40876,13107,27242,32.1,48.113,-1209.6,-8.449
01-12-2020 13:00:00,Jan-12,39221,11173,27242,28.5,41.014,-1933.9,-14.755
01-12-2020 14:00:00,Jan-12,37884,8752,27242,23.1,32.126,-2421.2,-21.67
01-12-2020 15:00:00,Jan-12,36704,6701,27242,18.3,24.598,-2050.6,-23.431
01-12-2020 16:00:00,Jan-12,36750,4915,27242,13.4,18.041,-1786.5,-26.659
01-12-2020 17:00:00,Jan-12,37565,3894,27242,10.4,14.293,-1020.9,-20.772
01-12-2020 18:00:00,Jan-12,40526,4149,27242,10.2,15.23,255.1,6.552
01-12-2020 19:00:00,Jan-12,41392,5629,27242,13.6,20.664,1480.4,35.681
01-12-2020 20:00:00,Jan-12,41339,6573,27242,15.9,24.126,943.1,16.754
01-12-2020 21:00:00,Jan-12,40892,8149,27242,19.9,29.912,1576.3,23.984
01-12-2020 22:00:00,Jan-12,39431,9515,27242,24.1,34.926,1365.8,16.761
01-12-2020 23:00:00,Jan-12,37121,11308,27242,30.5,41.51,1793.7,18.852
01-13-2020 00:00:00,Jan-13,35467,11929,27242,33.6,43.79,621.1,5.492
01-13-2020 01:00:00,Jan-13,34660,12589,27242,36.3,46.212,659.7,5.53
01-13-2020 02:00:00,Jan-13,34402,12902,27242,37.5,47.361,313.0,2.486
01-13-2020 03:00:00,Jan-13,34235,13098,27242,38.3,48.081,196.2,1.521
01-13-2020 04:00:00,Jan-13,35008,13552,27242,38.7,49.746,453.6,3.463
01-13-2020 05:00:00,Jan-13,36571,13357,27242,36.5,49.031,-194.9,-1.438
01-13-2020 06:00:00,Jan-13,39965,13559,27242,33.9,49.773,202.3,1.515
01-13-2020 07:00:00,Jan-13,43461,14254,27242,32.8,52.324,694.8,5.124
01-13-2020 08:00:00,Jan-13,43251,14406,27242,33.3,52.879,151.3,1.062
01-13-2020 09:00:00,Jan-13,42788,14136,27242,33.0,51.891,-269.2,-1.869
01-13-2020 10:00:00,Jan-13,42687,14044,27242,32.9,51.554,-91.9,-0.65
01-13-2020 11:00:00,Jan-13,42282,13898,27242,32.9,51.016,-146.4,-1.043
01-13-2020 12:00:00,Jan-13,41748,13677,27242,32.8,50.204,-221.3,-1.592
01-13-2020 13:00:00,Jan-13,41345,13799,27242,33.4,50.653,122.4,0.895
01-13-2020 14:00:00,Jan-13,40475,13619,27242,33.6,49.994,-179.6,-1.301
01-13-2020 15:00:00,Jan-13,40223,13871,27242,34.5,50.917,251.4,1.846
01-13-2020 16:00:00,Jan-13,39961,13559,27242,33.9,49.773,-311.5,-2.246
