,Predicted Generation,Real Generation,Predicted Ramp,Real Ramp
0,0.8084115564194513,0.7159666596607184,0.8461589813232422,0.6342176096615083
1,0.7204070404462075,0.6864383209181466,0.3109687500145498,0.4450326264029724
2,0.6540982629420988,0.6411522382421126,0.3607089166606698,0.4089060474283809
3,0.5624546978997119,0.5532993295865274,0.30262577946343944,0.31131632856117675
4,0.4964573850621081,0.4877582707482334,0.3614229879718801,0.3624690067552886
5,0.44931393865148245,0.4393694464569825,0.4046478111018098,0.40179262811701216
6,0.4132977017730778,0.40537873775095234,0.4301583166430869,0.43480209076414994
7,0.4071492627544134,0.42361170252352026,0.49863394124602906,0.5545313281622433
8,0.41801958187175786,0.447283180689053,0.5376515514093968,0.5669997934720581
9,0.4853180892922448,0.5139746942835509,0.6670201596146391,0.6656285511150801
10,0.47814801008425367,0.4808206799456693,0.4962917046200771,0.4367203161964292
11,0.4389368873629148,0.4228098704207114,0.42283364528106093,0.37973303564580146
12,0.7017536797325328,0.6864383209181466,0.4801449827192339,0.44503262640297236
13,0.6541265525253329,0.6411522382421126,0.4035389129898901,0.4089060474283809
14,0.5519142244634929,0.5532993295865273,0.27839558169539347,0.31131632856117675
15,0.4691034455121336,0.4877582707482334,0.3228760351872658,0.3624690067552886
16,0.40170715617311736,0.4393694464569825,0.3582156611314844,0.40179262811701216
17,0.3632199209257272,0.4053787377509524,0.4244932469414733,0.43480209076415
18,0.38089265941597805,0.4236117025235203,0.553246940046963,0.5545313281622433
19,0.40241223008643573,0.447283180689053,0.5620662791063525,0.5669997934720581
20,0.4637539255887775,0.5139746942835509,0.6533634307639641,0.6656285511150801
21,0.4376716120710969,0.48082067994566935,0.45293306589235266,0.43672031619642926
22,0.3963491444839141,0.4228098704207114,0.41799312576503217,0.3797330356458014
23,0.3490574536045987,0.3884008145306071,0.4043079423028067,0.4338429780480104
24,0.6397385138771011,0.6411522382421126,0.40566490928471305,0.4089060474283809
25,0.5585550530051451,0.5532993295865273,0.32660686336676825,0.31131632856117675
26,0.49445543586779145,0.48775827074823347,0.3657736903233281,0.3624690067552886
27,0.4294406768816914,0.43936944645698245,0.3636756143289921,0.4017926281170121
28,0.36725689150630336,0.40537873775095234,0.37016597184173156,0.43480209076415
29,0.35567145601096156,0.4236117025235202,0.48616895365461654,0.5545313281622433
30,0.37318332279187566,0.44728318068905304,0.5528781217353651,0.5669997934720581
31,0.4314472633994081,0.5139746942835509,0.646307296602801,0.6656285511150801
32,0.4100669608783536,0.48082067994566935,0.4637130082702898,0.43672031619642926
33,0.36947324512981633,0.4228098704207114,0.4196638795837815,0.3797330356458014
34,0.34911716188277714,0.38840081453060715,0.46606115776721346,0.4338429780480104
35,0.30988698930823333,0.39363015433153475,0.4227899711339771,0.5247189079022374
36,0.5621421730429735,0.5532993295865273,0.33158964204045394,0.31131632856117675
37,0.5032138886828588,0.4877582707482334,0.3776296109912666,0.3624690067552886
38,0.44951823902745364,0.43936944645698234,0.389626073917882,0.40179262811701216
39,0.39651954903956466,0.40537873775095234,0.3912239402480463,0.43480209076415005
40,0.37904630670094874,0.42361170252352026,0.4726704274817808,0.5545313281622433
41,0.37047810449456575,0.447283180689053,0.4930863345410305,0.5669997934720581
42,0.4289229443933151,0.5139746942835509,0.6467220306255259,0.6656285511150801
43,0.4107126270535452,0.48082067994566935,0.4709805917824684,0.4367203161964292
44,0.3722228094702646,0.4228098704207114,0.4244873266167188,0.3797330356458014
45,0.345145070100824,0.3884008145306071,0.45065092888093744,0.4338429780480104
46,0.3608974590888162,0.39363015433153475,0.5488443010495845,0.5247189079022374
47,0.38631391318786457,0.4115842209813866,0.5710003668496368,0.5538919196848169
48,0.48236876816757845,0.4877582707482334,0.35011290480085,0.3624690067552886
49,0.4200294506799633,0.43936944645698245,0.36980939521761685,0.4017926281170121
50,0.3694531148730155,0.4053787377509524,0.3967774871258053,0.43480209076415
51,0.3660039088653976,0.42361170252352026,0.5048222671228901,0.5545313281622433
52,0.3686363353019617,0.4472831806890529,0.5187651624838576,0.5669997934720581
53,0.41657476371635416,0.5139746942835509,0.6226347814715931,0.6656285511150801
54,0.3629463711601637,0.48082067994566935,0.3897802691451077,0.43672031619642926
55,0.2984460821200133,0.4228098704207114,0.36485510037793945,0.3797330356458014
